Académie,Département,Etablissement,Ville,UAI,Code commune,Secteur,Nombre d'élèves présents au Bac,Taux de réussite bruts TOTAL,Taux de mentions bruts,Effectifs à la rentrée N 2nde,Effectifs à la rentrée N 1ère,Effectifs à la rentrée N Term.
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE GEORGES DE LA TOUR,NANCY,0540041B,54395,PU,119,92,44,124,127,137
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE HENRI LORITZ,NANCY,0540042C,54395,PU,421,99,69,394,381,373
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE SAINT LEON IX,NANCY,0541313J,54395,PR,84,100,86,102,86,84
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE NOTRE DAME SAINT SIGISBERT,NANCY,0541318P,54395,PR,162,98,80,166,174,149
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE SAINT DOMINIQUE,NANCY,0541319R,54395,PR,45,100,58,63,32,50
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PIERRE DE COUBERTIN,NANCY,0542161F,54395,PR,35,89,26,25,29,33
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE CHARLES DE FOUCAULD,NANCY,0542408Z,54395,PR,72,99,65,49,70,69
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JACQUES MARQUETTE,PONT A MOUSSON,0540058V,54431,PU,315,98,70,295,261,276
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JEAN HANZELET (GENERAL ET TECHNO.),PONT A MOUSSON,0541270M,54431,PU,76,95,55,124,93,102
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE ARTHUR VAROQUAUX,TOMBLAINE,0540044E,54526,PU,457,96,58,380,438,407
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE LOUIS MAJORELLE,TOUL,0540066D,54528,PU,292,97,65,330,281,293
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JEAN-BAPTISTE VATELOT,TOUL,0541320S,54528,PR,33,97,58,57,53,43
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE L'ASSOMPTION,VAL DE BRIEY,0541305A,54099,PR,30,93,73,34,28,38
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JACQUES CALLOT,VANDOEUVRE LES NANCY,0540070H,54547,PU,272,94,53,220,253,221
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE STANISLAS (GENERAL ET TECHNO.),VILLERS LES NANCY,0542208G,54578,PU,182,96,58,200,201,181
NANCY-METZ,MEUSE,LYCEE RAYMOND POINCARE,BAR LE DUC,0550002D,55029,PU,297,94,60,260,254,279
NANCY-METZ,MEUSE,LYCEE SAINT LOUIS,BAR LE DUC,0550047C,55029,PR,58,100,81,94,63,66
NANCY-METZ,MEUSE,LYCEE HENRI VOGT (GENERAL ET TECHNO.),COMMERCY,0550008K,55122,PU,184,91,53,154,176,168
NANCY-METZ,MEUSE,LYCEE ALFRED KASTLER (GENERAL ET TECHNO.),STENAY,0550072E,55502,PU,69,100,70,66,82,76
NANCY-METZ,MEUSE,LYCEE JEAN-AUGUSTE MARGUERITTE (GENERAL ET TECHNO.),VERDUN,0550025D,55545,PU,371,98,66,348,360,333
NANCY-METZ,MEUSE,LYCEE SAINTE ANNE,VERDUN,0550049E,55545,PR,79,100,73,69,74,51
NANCY-METZ,MOSELLE,LYCEE SAINT VINCENT DE PAUL,ALGRANGE,0573366Z,57012,PR,52,98,62,55,53,52
NANCY-METZ,MOSELLE,LYCEE LOUIS CASIMIR TEYSSIER (GENERAL ET TECHNO.),BITCHE,0573326F,57089,PU,135,98,64,114,104,135
NANCY-METZ,MOSELLE,LYCEE FELIX MAYER (GENERAL ET TECHNO.),CREUTZWALD,0572022N,57160,PU,176,96,59,198,188,175
NANCY-METZ,MOSELLE,LYCEE CHARLES HERMITE (GENERAL ET TECHNO.),DIEUZE,0570021N,57177,PU,132,97,72,124,120,120
NANCY-METZ,MOSELLE,LYCEE ANTOINE DE SAINT-EXUPERY,FAMECK,0570023R,57206,PU,364,93,51,425,348,367
NANCY-METZ,MOSELLE,LYCEE JEAN MOULIN,FORBACH,0570029X,57227,PU,164,93,54,173,123,187
NANCY-METZ,MOSELLE,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),FORBACH,0570030Y,57227,PU,118,76,23,52,70,76
NANCY-METZ,MOSELLE,LYCEE ANTOINE GAPP,FORBACH,0572340J,57227,PR,77,99,58,76,92,77
NANCY-METZ,MOSELLE,LYCEE FABERT,METZ,0570054Z,57463,PU,385,98,75,451,407,393
NANCY-METZ,MOSELLE,LYCEE ROBERT SCHUMAN,METZ,0570057C,57463,PU,374,91,40,309,325,364
NANCY-METZ,MOSELLE,LYCEE LOUIS VINCENT,METZ,0570058D,57463,PU,465,97,71,457,432,444
NANCY-METZ,MOSELLE,LYCEE DE LA SALLE,METZ,0570311D,57463,PR,176,100,80,207,183,181
NANCY-METZ,MOSELLE,LYCEE GEORGES DE LA TOUR,METZ,0572757M,57463,PU,492,96,62,471,493,471
NANCY-METZ,MOSELLE,LYCEE LOUIS DE CORMONTAIGNE (GENERAL ET TECHNO.),METZ,0573227Y,57463,PU,265,95,54,347,271,273
NANCY-METZ,MOSELLE,LYCEE DE LA COMMUNICATION,METZ,0573281G,57463,PU,330,93,65,341,345,339
NANCY-METZ,MOSELLE,LYCEE HOTELIER RAYMOND MONDON (GENERAL ET TECHNO.),METZ,0573320Z,57463,PU,45,89,58,43,42,48
NANCY-METZ,MOSELLE,LYCEE PRIVE ST ETIENNE,METZ,0573770N,57463,PR,80,99,51,21,65,58
NANCY-METZ,MOSELLE,LYCEE JEAN XXIII,MONTIGNY LES METZ,0572341K,57480,PR,168,99,85,215,146,167
NANCY-METZ,MOSELLE,LYCEE NOTRE DAME,PELTRE,0570210U,57534,PR,22,100,73,17,26,26
NANCY-METZ,MOSELLE,LYCEE ERCKMANN CHATRIAN,PHALSBOURG,0570081D,57540,PU,76,97,79,74,92,81
NANCY-METZ,MOSELLE,LYCEE SAINT ANTOINE,PHALSBOURG,0570211V,57540,PR,67,100,85,56,62,61
NANCY-METZ,MOSELLE,LYCEE JULIE DAUBIE (GENERAL ET TECHNO.),ROMBAS,0570146Z,57591,PU,295,94,52,360,310,268
NANCY-METZ,MOSELLE,LYCEE JEAN-VICTOR PONCELET (GENERAL ET TECHNO.),SAINT AVOLD,0570085H,57606,PU,348,94,59,413,309,339
NANCY-METZ,MOSELLE,LYCEE ET DES TECHNO INNOV. C. JULLY (GENERAL ET TECHNO.),SAINT AVOLD,0570087K,57606,PU,274,97,59,299,257,246
NANCY-METZ,MOSELLE,LYCEE SAINTE CHRETIENNE,SAINT AVOLD,0573172N,57606,PR,27,100,59,24,30,21
NANCY-METZ,MOSELLE,LYCEE MANGIN (GENERAL ET TECHNO.),SARREBOURG,0570094T,57630,PU,268,97,69,245,273,288
NANCY-METZ,MOSELLE,LYCEE JEAN DE PANGE,SARREGUEMINES,0570098X,57631,PU,369,97,68,305,296,335
NANCY-METZ,MOSELLE,LYCEE HENRI NOMINE (GENERAL ET TECHNO.),SARREGUEMINES,0570099Y,57631,PU,146,92,54,146,178,135
NANCY-METZ,MOSELLE,LYCEE SAINTE CHRETIENNE,SARREGUEMINES,0570214Y,57631,PR,51,100,90,50,57,45
NANCY-METZ,MOSELLE,LYCEE CONDORCET (GENERAL ET TECHNO.),SCHOENECK,0573231C,57638,PU,128,86,41,174,141,134
NANCY-METZ,MOSELLE,LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.),TALANGE,0572590F,57663,PU,22,95,55,15,17,27
NANCY-METZ,MOSELLE,LYCEE CHARLEMAGNE,THIONVILLE,0570106F,57672,PU,243,99,64,288,206,228
NANCY-METZ,MOSELLE,LYCEE HELENE BOUCHER,THIONVILLE,0570107G,57672,PU,286,97,66,402,318,323
NANCY-METZ,MOSELLE,LYCEE LA BRIQUERIE (GENERAL ET TECHNO.),THIONVILLE,0570108H,57672,PU,78,90,51,63,87,91
NANCY-METZ,MOSELLE,LYCEE SAINT PIERRE CHANEL,THIONVILLE,0570216A,57672,PR,278,100,84,327,278,265
NANCY-METZ,MOSELLE,LYCEE NOTRE DAME DE LA PROVIDENCE,THIONVILLE,0570313F,57672,PR,256,100,78,306,291,249
NANCY-METZ,MOSELLE,LYCEE ROSA PARKS (GENERAL ET TECHNO.),THIONVILLE,0572027U,57672,PU,371,95,41,237,380,349
NANCY-METZ,VOSGES,LYCEE JEAN LURCAT,BRUYERES,0880004B,88078,PU,94,97,70,155,106,114
NANCY-METZ,VOSGES,LYCEE LOUIS LAPICQUE,EPINAL,0880019T,88160,PU,369,94,54,320,410,383
NANCY-METZ,VOSGES,LYCEE CLAUDE GELLEE,EPINAL,0880020U,88160,PU,242,96,73,273,248,221
NANCY-METZ,VOSGES,LYCEE PIERRE MENDES FRANCE (GENERAL ET TECHNO.),EPINAL,0880021V,88160,PU,198,96,61,201,184,141
NANCY-METZ,VOSGES,LYCEE NOTRE DAME - SAINT JOSEPH,EPINAL,0880101G,88160,PR,113,98,67,116,136,144
NANCY-METZ,VOSGES,LYCEE LA HAIE GRISELLE,GERARDMER,0880030E,88196,PU,158,95,68,106,118,113
NANCY-METZ,VOSGES,LYCEE HOTELIER J-B SIMEON CHARDIN (GENERAL ET TECHNO.),GERARDMER,0881664F,88196,PU,27,100,85,13,23,29
NANCY-METZ,VOSGES,LYCEE JEAN-BAPTISTE VUILLAUME,MIRECOURT,0880036L,88304,PU,163,96,66,166,159,127
NANCY-METZ,VOSGES,LYCEE PIERRE ET MARIE CURIE (GENERAL ET TECHNO.),NEUFCHATEAU,0880040R,88321,PU,154,94,62,170,129,128
NANCY-METZ,VOSGES,LYCEE JEANNE D'ARC,REMIREMONT,0880097C,88383,PR,63,98,75,81,56,56
NANCY-METZ,VOSGES,LYCEE FILIERE BOIS ANDRE MALRAUX (GENERAL ET TECHNO.),REMIREMONT,0880153N,88383,PU,329,96,60,327,278,299
NANCY-METZ,VOSGES,LYCEE JULES FERRY,SAINT DIE DES VOSGES,0880055G,88413,PU,211,96,64,194,183,165
NANCY-METZ,VOSGES,LYCEE BEAU JARDIN,SAINT DIE DES VOSGES,0880099E,88413,PR,80,99,70,67,83,76
NANCY-METZ,VOSGES,LYCEE GEORGES BAUMONT (GENERAL ET TECHNO.),SAINT DIE DES VOSGES,0880152M,88413,PU,136,93,68,175,151,118
NANTES,LOIRE-ATLANTIQUE,LYCEE JOUBERT-EMILIEN MAILLARD (GENERAL ET TECHNO.),ANCENIS,0440001M,44003,PU,201,96,62,260,247,210
NANTES,LOIRE-ATLANTIQUE,LYCEE ST JOSEPH,ANCENIS,0440149Y,44003,PR,236,100,73,231,240,242
NANTES,LOIRE-ATLANTIQUE,LYCEE LA HERDRIE,BASSE GOULAINE,0442095N,44009,PU,322,98,66,312,307,337
NANTES,LOIRE-ATLANTIQUE,LYCEE CAMILLE CLAUDEL,BLAIN,0442207K,44015,PU,256,96,61,309,262,281
NANTES,LOIRE-ATLANTIQUE,LYCEE ALCIDE D'ORBIGNY,BOUAYE,0442309W,44018,PU,337,99,69,424,405,358
NANTES,LOIRE-ATLANTIQUE,LYCEE HONORE D'ESTIENNE D'ORVES,CARQUEFOU,0442834S,44026,PU,363,97,65,307,352,354
NANTES,LOIRE-ATLANTIQUE,LYCEE GUY MOQUET - ETIENNE LENOIR (GENERAL ET TECHNO.),CHATEAUBRIANT,0440005S,44036,PU,189,94,42,163,181,179
NANTES,LOIRE-ATLANTIQUE,LYCEE ST JOSEPH,CHATEAUBRIANT,0440151A,44036,PR,120,99,72,145,144,119
NANTES,LOIRE-ATLANTIQUE,LYCEE AIME CESAIRE (GENERAL ET TECHNO.),CLISSON,0442752C,44043,PU,274,97,66,292,271,259
NANTES,LOIRE-ATLANTIQUE,LYCEE CHARLES PEGUY,GORGES,0442273G,44064,PR,405,99,72,410,464,435
NANTES,LOIRE-ATLANTIQUE,LYCEE GALILEE,GUERANDE,0442112G,44069,PU,171,95,55,197,163,155
NANTES,LOIRE-ATLANTIQUE,LYCEE LA MENNAIS,GUERANDE,0442226F,44069,PR,158,99,77,196,165,149
NANTES,LOIRE-ATLANTIQUE,LYCEE GRAND AIR,LA BAULE,0440012Z,44055,PU,200,97,60,235,201,202
NANTES,LOIRE-ATLANTIQUE,LYCEE CENS,LA CHAPELLE SUR ERDRE,0442083A,44035,PR,50,98,72,47,45,42
NANTES,LOIRE-ATLANTIQUE,LYCEE ST JOSEPH,MACHECOUL SAINT MEME,0440201E,44087,PR,187,99,80,237,190,195
NANTES,LOIRE-ATLANTIQUE,LYCEE CLEMENCEAU,NANTES,0440021J,44109,PU,281,97,80,274,257,284
NANTES,LOIRE-ATLANTIQUE,LYCEE JULES VERNE,NANTES,0440022K,44109,PU,156,97,74,183,181,132
NANTES,LOIRE-ATLANTIQUE,LYCEE GABRIEL GUISTHAU,NANTES,0440024M,44109,PU,263,98,83,279,249,264
NANTES,LOIRE-ATLANTIQUE,LYCEE LIVET,NANTES,0440029T,44109,PU,305,95,62,332,326,334
NANTES,LOIRE-ATLANTIQUE,LYCEE GASPARD MONGE - LA CHAUVINIERE (GENERAL ET TECHNO.),NANTES,0440030U,44109,PU,198,93,57,243,198,206
NANTES,LOIRE-ATLANTIQUE,LYCEE LA COLINIERE,NANTES,0440086E,44109,PU,380,92,56,385,388,397
NANTES,LOIRE-ATLANTIQUE,LYCEE BLANCHE DE CASTILLE,NANTES,0440154D,44109,PR,175,99,77,177,202,163
NANTES,LOIRE-ATLANTIQUE,LYCEE ST JOSEPH DU LOQUIDY LA SALLE,NANTES,0440161L,44109,PR,339,100,94,370,342,325
NANTES,LOIRE-ATLANTIQUE,LYCEE ST STANISLAS,NANTES,0440163N,44109,PR,193,100,75,234,233,214
NANTES,LOIRE-ATLANTIQUE,LYCEE ND DE TOUTES AIDES,NANTES,0440166S,44109,PR,171,99,87,228,154,185
NANTES,LOIRE-ATLANTIQUE,LYCEE LA PERVERIE SACRE COEUR,NANTES,0440172Y,44109,PR,158,100,86,200,187,165
NANTES,LOIRE-ATLANTIQUE,LYCEE SACRE COEUR LA SALLE (GENERAL ET TECHNO.),NANTES,0440246D,44109,PR,48,90,33,20,27,42
NANTES,LOIRE-ATLANTIQUE,LYCEE ALBERT CAMUS,NANTES,0440288Z,44109,PU,210,80,31,184,194,223
NANTES,LOIRE-ATLANTIQUE,LYCEE LES BOURDONNIERES (GENERAL ET TECHNO.),NANTES,0441552Y,44109,PU,456,95,59,366,476,434
NANTES,LOIRE-ATLANTIQUE,LYCEE CARCOUET,NANTES,0441993C,44109,PU,211,91,43,158,196,214
NANTES,LOIRE-ATLANTIQUE,EXTERNAT CHAVAGNES,NANTES,0442699V,44109,PR,158,100,86,208,196,187
NANTES,LOIRE-ATLANTIQUE,LYCEE TALENSAC - JEANNE BERNARD (GENERAL ET TECHNO.),NANTES,0442725Y,44109,PR,186,96,50,97,185,177
NANTES,LOIRE-ATLANTIQUE,LYCEE NELSON MANDELA (GENERAL ET TECHNO.),NANTES,0442765S,44109,PU,293,97,72,305,358,304
NANTES,LOIRE-ATLANTIQUE,LYCEE SAINT-FELIX - LA SALLE,NANTES,0442774B,44109,PR,335,99,63,329,357,322
NANTES,LOIRE-ATLANTIQUE,LYCEE SAINT-MARTIN,NORT SUR ERDRE,0442778F,44110,PR,94,100,79,114,86,67
NANTES,LOIRE-ATLANTIQUE,LYCEE CAROLINE AIGLE (GENERAL ET TECHNO.),NORT SUR ERDRE,0442899M,44110,PU,197,99,73,206,212,208
NANTES,LOIRE-ATLANTIQUE,LYCEE NICOLAS APPERT (GENERAL ET TECHNO.),ORVAULT,0442094M,44114,PU,272,96,66,280,239,235
NANTES,LOIRE-ATLANTIQUE,LYCEE PAYS DE RETZ,PORNIC,0441992B,44131,PU,327,95,67,388,328,341
NANTES,LOIRE-ATLANTIQUE,LYCEE JEAN PERRIN,REZE,0440062D,44143,PU,355,94,70,381,387,338
NANTES,LOIRE-ATLANTIQUE,LYCEE NOTRE DAME (GENERAL ET TECHNO.),REZE,0440274J,44143,PR,239,100,94,330,276,260
NANTES,LOIRE-ATLANTIQUE,LYCEE GABRIEL DESHAYES,SAINT GILDAS DES BOIS,0440175B,44161,PR,141,100,70,145,120,122
NANTES,LOIRE-ATLANTIQUE,LYCEE ST DOMINIQUE,SAINT HERBLAIN,0440176C,44162,PR,239,100,81,271,242,234
NANTES,LOIRE-ATLANTIQUE,LYCEE ARISTIDE BRIAND,SAINT NAZAIRE,0440069L,44184,PU,644,91,53,585,646,666
NANTES,LOIRE-ATLANTIQUE,LYCEE HOTELIER STE ANNE (GENERAL ET TECHNO.),SAINT NAZAIRE,0440119R,44184,PR,70,99,71,55,80,65
NANTES,LOIRE-ATLANTIQUE,LYCEE ST LOUIS,SAINT NAZAIRE,0440177D,44184,PR,139,98,78,158,144,130
NANTES,LOIRE-ATLANTIQUE,LYCEE ND D'ESPERANCE,SAINT NAZAIRE,0440178E,44184,PR,198,99,71,164,174,199
NANTES,LOIRE-ATLANTIQUE,LYCEE ST PIERRE LA JOLIVERIE (GENERAL ET TECHNO.),SAINT SEBASTIEN SUR LOIRE,0440256P,44190,PR,90,98,61,104,97,97
NANTES,LOIRE-ATLANTIQUE,LYCEE LA BAUGERIE (GENERAL ET TECHNO.),SAINT SEBASTIEN SUR LOIRE,0440279P,44190,PR,79,99,70,111,96,102
NANTES,LOIRE-ATLANTIQUE,LYCEE ST JOSEPH LA JOLIVERIE (GENERAL ET TECHNO.),SAINT SEBASTIEN SUR LOIRE,0441653H,44190,PR,172,100,82,138,137,129
NANTES,LOIRE-ATLANTIQUE,LYCEE JACQUES PREVERT,SAVENAY,0440077V,44195,PU,294,96,64,207,182,267
NANTES,LOIRE-ATLANTIQUE,LYCEE ST FRANCOIS D'ASSISE,SAVENAY,0442924P,44195,PR,159,99,77,266,219,223
NANTES,MAINE-ET-LOIRE,LYCEE DAVID D ANGERS,ANGERS,0490001K,49007,PU,288,94,66,312,306,294
NANTES,MAINE-ET-LOIRE,LYCEE JOACHIM DU BELLAY,ANGERS,0490002L,49007,PU,348,96,69,345,339,325
NANTES,MAINE-ET-LOIRE,LYCEE CHEVROLLIER (GENERAL ET TECHNO.),ANGERS,0490003M,49007,PU,445,98,60,443,486,484
NANTES,MAINE-ET-LOIRE,LYCEE HENRI BERGSON,ANGERS,0491966W,49007,PU,245,98,67,301,258,234
NANTES,MAINE-ET-LOIRE,LYCEE SACRE COEUR LA SALLE,ANGERS,0492015Z,49007,PR,361,99,66,349,377,367
NANTES,MAINE-ET-LOIRE,LYCEE AUGUSTE ET JEAN RENOIR,ANGERS,0492061Z,49007,PU,291,93,56,258,284,302
NANTES,MAINE-ET-LOIRE,LYCEE EMMANUEL MOUNIER,ANGERS,0492089E,49007,PU,182,90,49,166,164,176
NANTES,MAINE-ET-LOIRE,LYCEE JEAN MOULIN (GENERAL ET TECHNO.),ANGERS,0492123S,49007,PU,192,96,59,191,187,184
NANTES,MAINE-ET-LOIRE,LYCEE URBAIN MONGAZON,ANGERS,0492407A,49007,PR,359,100,73,350,346,343
NANTES,MAINE-ET-LOIRE,LYCEE SAINT BENOIT,ANGERS,0492532L,49007,PR,411,98,76,473,453,373
NANTES,MAINE-ET-LOIRE,LYCEE DOM SORTAIS,BEAUPREAU,0490828J,49023,PR,179,99,78,203,184,206
NANTES,MAINE-ET-LOIRE,LYCEE JULIEN GRACQ (GENERAL ET TECHNO.),BEAUPREAU,0492430A,49023,PU,176,98,72,243,171,145
NANTES,MAINE-ET-LOIRE,LYCEE NOTRE DAME LA SALLE,CHEMILLE EN ANJOU,0490837U,49092,PR,58,100,76,73,65,81
NANTES,MAINE-ET-LOIRE,LYCEE EUROPE ROBERT SCHUMAN (GENERAL ET TECHNO.),CHOLET,0490018D,49099,PU,204,89,41,135,172,162
NANTES,MAINE-ET-LOIRE,LYCEE FERNAND RENAUDEAU (GENERAL ET TECHNO.),CHOLET,0490054T,49099,PU,263,98,71,303,269,269
NANTES,MAINE-ET-LOIRE,LYCEE JEANNE DELANOUE (GENERAL ET TECHNO.),CHOLET,0490904S,49099,PR,103,100,83,101,112,105
NANTES,MAINE-ET-LOIRE,LYCEE SAINTE MARIE,CHOLET,0492406Z,49099,PR,301,98,71,350,300,278
NANTES,MAINE-ET-LOIRE,LYCEE JEAN BODIN,LES PONTS DE CE,0492148U,49246,PU,180,90,52,218,189,172
NANTES,MAINE-ET-LOIRE,LYCEE ST JOSEPH,MAUGES SUR LOIRE,0490835S,49244,PR,90,99,80,108,93,71
NANTES,MAINE-ET-LOIRE,LYCEE DUPLESSIS MORNAY,SAUMUR,0490040C,49328,PU,229,96,57,298,232,230
NANTES,MAINE-ET-LOIRE,LYCEE SADI CARNOT - JEAN BERTIN (GENERAL ET TECHNO.),SAUMUR,0490055U,49328,PU,116,88,42,104,136,126
NANTES,MAINE-ET-LOIRE,LYCEE ST LOUIS,SAUMUR,0490838V,49328,PR,196,98,71,218,264,219
NANTES,MAINE-ET-LOIRE,LYCEE BOURG CHEVREAU (GENERAL ET TECHNO.),SEGRE,0490840X,49331,PR,156,99,71,138,133,122
NANTES,MAINE-ET-LOIRE,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),SEGRE EN ANJOU BLEU,0490782J,49331,PU,169,99,51,178,188,158
NANTES,MAINE-ET-LOIRE,LYCEE ND D'ORVEAU,SEGRE EN ANJOU BLEU,0490834R,49331,PR,57,100,63,66,65,62
NANTES,MAINE-ET-LOIRE,LYCEE CHAMP BLANC,SEVREMOINE,0490952U,49301,PR,107,99,65,110,146,154
NANTES,MAINE-ET-LOIRE,LYCEE SAINT AUBIN LA SALLE (GENERAL ET TECHNO.),VERRIERES EN ANJOU,0492420P,49323,PR,218,95,58,248,216,198
NANTES,MAYENNE,LYCEE ST MICHEL,CHATEAU GONTIER,0530046M,53062,PR,97,99,69,139,106,98
NANTES,MAYENNE,LYCEE VICTOR HUGO,CHATEAU GONTIER SUR MAYENNE,0530004S,53062,PU,194,95,63,210,145,183
NANTES,MAYENNE,LYCEE RAOUL VADEPIED (GENERAL ET TECHNO.),EVRON,0530949U,53097,PU,96,98,69,105,58,66
NANTES,MAYENNE,LYCEE AMBROISE PARE,LAVAL,0530010Y,53130,PU,370,94,56,341,344,340
NANTES,MAYENNE,LYCEE DOUANIER ROUSSEAU,LAVAL,0530011Z,53130,PU,367,92,53,289,275,298
NANTES,MAYENNE,LYCEE REAUMUR (GENERAL ET TECHNO.),LAVAL,0530012A,53130,PU,193,92,63,157,175,166
NANTES,MAYENNE,LYCEE IMMACULEE CONCEPTION,LAVAL,0530048P,53130,PR,279,100,77,319,277,260
NANTES,MAYENNE,LYCEE D'AVESNIERES,LAVAL,0530049R,53130,PR,230,100,74,243,236,222
NANTES,MAYENNE,LYCEE HAUTE FOLLIS (GENERAL ET TECHNO.),LAVAL,0530068L,53130,PR,116,99,61,96,118,102
NANTES,MAYENNE,LYCEE LAVOISIER,MAYENNE,0530016E,53147,PU,175,95,67,168,173,181
NANTES,MAYENNE,LYCEE DON BOSCO,MAYENNE,0530052U,53147,PR,103,99,64,124,113,111
NANTES,SARTHE,LYCEE ANDRE MALRAUX,ALLONNES,0721548S,72003,PU,230,96,62,212,242,242
NANTES,SARTHE,LYCEE ROBERT GARNIER (GENERAL ET TECHNO.),LA FERTE BERNARD,0720017C,72132,PU,272,94,67,276,246,243
NANTES,SARTHE,LYCEE ST PAUL-NOTRE DAME,LA FERTE BERNARD,0721549T,72132,PR,46,98,57,20,26,32
NANTES,SARTHE,LYCEE D'ESTOURNELLES DE CONSTANT (GENERAL ET TECHNO.),LA FLECHE,0720021G,72154,PU,305,96,60,276,319,295
NANTES,SARTHE,LYCEE NOTRE DAME,LA FLECHE,0720833P,72154,PR,63,100,70,64,52,42
NANTES,SARTHE,LYCEE PRYTANEE NATIONAL MILITAIRE,LA FLECHE,0720896H,72154,PU,137,100,89,175,152,124
NANTES,SARTHE,LYCEE MONTESQUIEU,LE MANS,0720029R,72181,PU,387,98,75,418,345,335
NANTES,SARTHE,LYCEE BELLEVUE,LE MANS,0720030S,72181,PU,416,97,75,444,369,406
NANTES,SARTHE,LYCEE GABRIEL TOUCHARD-WASHINGTON (GENERAL ET TECHNO.),LE MANS,0720033V,72181,PU,392,95,57,417,393,398
NANTES,SARTHE,LYCEE NOTRE DAME,LE MANS,0720837U,72181,PR,385,99,70,384,388,380
NANTES,SARTHE,LYCEE LE MANS SUD (GENERAL ET TECHNO.),LE MANS,0721094Y,72181,PU,366,91,47,334,347,355
NANTES,SARTHE,LYCEE MARGUERITE YOURCENAR,LE MANS,0721493G,72181,PU,377,94,56,306,318,321
NANTES,SARTHE,LYCEE SAINT-CHARLES SAINTE-CROIX (GENERAL ET TECHNO.),LE MANS,0721684P,72181,PR,277,96,55,260,265,226
NANTES,SARTHE,LYCEE PERSEIGNE (GENERAL ET TECHNO.),MAMERS,0720027N,72180,PU,79,94,54,80,50,92
NANTES,SARTHE,LYCEE RACAN,MONTVAL SUR LOIR,0720012X,72071,PU,139,97,68,175,137,130
NANTES,SARTHE,LYCEE SAINT JOSEPH - LA SALLE (GENERAL ET TECHNO.),PRUILLE LE CHETIF,0721478R,72247,PR,51,100,75,43,45,43
NANTES,SARTHE,LYCEE RAPHAEL ELIZE (GENERAL ET TECHNO.),SABLE SUR SARTHE,0720048L,72264,PU,232,95,54,264,238,226
NANTES,SARTHE,LYCEE STE ANNE (GENERAL ET TECHNO.),SABLE SUR SARTHE,0720843A,72264,PR,48,98,75,46,54,46
NANTES,SARTHE,LYCEE PAUL SCARRON,SILLE LE GUILLAUME,0720055U,72334,PU,100,95,64,102,93,97
NANTES,VENDEE,LYCEE NOTRE DAME (GENERAL ET TECHNO.),CHALLANS,0850142T,85047,PR,334,99,75,316,326,310
NANTES,VENDEE,LYCEE FRANCOIS TRUFFAUT,CHALLANS,0851346B,85047,PU,260,96,58,241,243,256
NANTES,VENDEE,LYCEE GEORGES CLEMENCEAU,CHANTONNAY,0850006V,85051,PU,107,96,60,113,88,108
NANTES,VENDEE,LYCEE STE MARIE (GENERAL ET TECHNO.),CHANTONNAY,0850135K,85051,PR,170,98,73,157,176,137
NANTES,VENDEE,LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),FONTENAY LE COMTE,0850068M,85092,PU,180,98,67,225,196,181
NANTES,VENDEE,LYCEE NOTRE DAME (GENERAL ET TECHNO.),FONTENAY LE COMTE,0851344Z,85092,PR,175,99,77,175,186,134
NANTES,VENDEE,LYCEE PIERRE MENDES-FRANCE,LA ROCHE SUR YON,0850025R,85191,PU,382,92,52,300,313,343
NANTES,VENDEE,LYCEE ROSA PARKS (GENERAL ET TECHNO.),LA ROCHE SUR YON,0850027T,85191,PU,152,96,70,136,144,132
NANTES,VENDEE,LYCEE ND DU ROC (GENERAL ET TECHNO.),LA ROCHE SUR YON,0850130E,85191,PR,321,99,71,363,332,316
NANTES,VENDEE,LYCEE J. DE LATTRE DE TASSIGNY,LA ROCHE SUR YON,0851401L,85191,PU,285,99,75,273,182,227
NANTES,VENDEE,LYCEE SAINT FRANCOIS D'ASSISE,LA ROCHE SUR YON,0851642Y,85191,PR,423,100,84,428,417,425
NANTES,VENDEE,LYCEE JEAN XXIII,LES HERBIERS,0850076W,85109,PR,254,99,86,303,299,252
NANTES,VENDEE,LYCEE JEAN MONNET (GENERAL ET TECHNO.),LES HERBIERS,0851400K,85109,PU,142,96,50,121,121,126
NANTES,VENDEE,LYCEE SAVARY DE MAULEON,LES SABLES D OLONNE,0850032Y,85194,PU,245,96,67,309,270,266
