Académie,Département,Etablissement,Ville,UAI,Code commune,Secteur,Nombre d'élèves présents au Bac,Taux de réussite bruts TOTAL,Taux de mentions bruts,Effectifs à la rentrée N 2nde,Effectifs à la rentrée N 1ère,Effectifs à la rentrée N Term.
LYON,LOIRE,LYCEE JEAN MONNET,SAINT ETIENNE,0420043U,42218,PU,156,91,51,207,178,206
LYON,LOIRE,LYCEE ETIENNE MIMARD,SAINT ETIENNE,0420046X,42218,PU,141,91,48,157,155,155
LYON,LOIRE,LYCEE LA SALLE SAINT LOUIS SAINTE BARBE,SAINT ETIENNE,0420976H,42218,PR,68,96,53,52,71,57
LYON,LOIRE,LYCEE TEZENAS DU MONTCEL,SAINT ETIENNE,0420979L,42218,PR,104,98,51,99,96,91
LYON,LOIRE,EXTERNAT SAINT MICHEL,SAINT ETIENNE,0421021G,42218,PR,175,98,71,214,169,145
LYON,LOIRE,LYCEE SAINT PAUL,SAINT ETIENNE,0421035X,42218,PR,154,98,75,192,152,173
LYON,LOIRE,LYCEE LA SALESIENNE (GENERAL ET TECHNO.),SAINT ETIENNE,0422158T,42218,PR,48,98,65,29,43,48
LYON,LOIRE,LYCEE RENOUVEAU (GENERAL ET TECHNO.),SAINT GENESAINT LERPT,0422160V,42223,PR,22,100,86,22,28,21
LYON,LOIRE,LYCEE SIMONE WEIL,SAINT PRIESAINT EN JAREZ,0420044V,42275,PU,239,96,61,349,266,238
LYON,RHONE,LYCEE AIGUERANDE (GENERAL ET TECHNO.),BELLEVILLE EN BEAUJOLAIS,0693734J,69019,PU,391,94,55,434,369,373
LYON,RHONE,LYCEE JEAN-PAUL SARTRE,BRON,0693044J,69029,PU,493,93,59,479,441,506
LYON,RHONE,LYCEE BLAISE PASCAL,CHARBONNIERES LES BAINS,0693518Z,69044,PU,456,96,63,476,457,474
LYON,RHONE,LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),DARDILLY,0693504J,69072,PU,63,100,60,42,66,64
LYON,RHONE,LYCEE CHARLIE CHAPLIN (GENERAL ET TECHNO.),DECINES CHARPIEU,0692800U,69275,PU,473,92,45,298,295,472
LYON,RHONE,LYCEE AL KINDI,DECINES CHARPIEU,0694086S,69275,PR,54,100,83,50,63,60
LYON,RHONE,LYCEE ARAGON-PICASSO (GENERAL ET TECHNO.),GIVORS,0693330V,69091,PU,313,95,49,407,342,331
LYON,RHONE,LYCEE ASSOMPTION BELLEVUE,LA MULATIERE,0690539L,69142,PR,199,100,81,211,219,202
LYON,RHONE,LYCEE LA MARTINIERE DIDEROT,LYON 01,0690037R,69381,PU,271,92,61,279,236,204
LYON,RHONE,LYCEE SAINT LOUIS-SAINT BRUNO,LYON 01,0690563M,69381,PR,174,99,61,207,170,155
LYON,RHONE,INSTITUTION DES CHARTREUX,LYON 01,0690564N,69381,PR,280,100,98,325,325,262
LYON,RHONE,LYCEE AUX LAZARISTES LA SALLE,LYON 01,0690671E,69381,PR,110,99,65,93,102,104
LYON,RHONE,LYCEE AMPERE,LYON 02,0690023A,69382,PU,334,96,63,302,247,298
LYON,RHONE,LYCEE JULIETTE RECAMIER,LYON 02,0690032K,69382,PU,189,92,54,198,191,179
LYON,RHONE,LYCEE SAINT MARC,LYON 02,0690571W,69382,PR,262,100,92,290,290,280
LYON,RHONE,LYCEE LACASSAGNE,LYON 03,0690029G,69383,PU,206,85,46,202,196,208
LYON,RHONE,LYCEE CHARLES DE FOUCAULD,LYON 03,0690514J,69383,PR,232,100,87,253,223,232
LYON,RHONE,LYCEE ANTOINE DE SAINT-EXUPERY,LYON 04,0690031J,69384,PU,424,94,67,480,460,459
LYON,RHONE,LYCEE SAINT JUST,LYON 05,0690028F,69385,PU,406,95,61,424,377,371
LYON,RHONE,LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),LYON 05,0690128P,69385,PU,256,94,55,264,241,253
LYON,RHONE,LYCEE NOTRE DAME DES MINIMES,LYON 05,0690519P,69385,PR,162,99,74,250,215,180
LYON,RHONE,LYCEE LA FAVORITE SAINTE THERESE,LYON 05,0690520R,69385,PR,216,99,78,203,222,195
LYON,RHONE,LYCEE SAINTE MARIE LYON,LYON 05,0690521S,69385,PR,673,100,87,692,600,628
LYON,RHONE,LYCEE AUX LAZARISTES LA SALLE FOURVIERE,LYON 05,0690522T,69385,PR,322,100,92,336,359,301
LYON,RHONE,LYCEE ICOF,LYON 05,0690631L,69385,PR,85,99,42,31,77,75
LYON,RHONE,LYCEE DON BOSCO,LYON 05,0691659D,69385,PR,49,100,53,25,41,40
LYON,RHONE,LYCEE DU PARC,LYON 06,0690026D,69386,PU,228,100,79,245,228,230
LYON,RHONE,LYCEE EDOUARD HERRIOT,LYON 06,0690027E,69386,PU,257,97,70,302,264,276
LYON,RHONE,LYCEE DEBORDE,LYON 06,0690529A,69386,PR,50,100,86,61,42,57
LYON,RHONE,EXTERNAT DE LA TRINITE,LYON 06,0690533E,69386,PR,126,100,88,185,150,185
LYON,RHONE,LYCEE CARREL,LYON 06,0690646C,69386,PR,31,97,42,15,27,26
LYON,RHONE,LYCEE BELMONT-CAPDEPON,LYON 07,0690536H,69387,PR,118,99,63,176,120,105
LYON,RHONE,LYCEE CHEVREUL LESTONNAC,LYON 07,0690574Z,69387,PR,328,99,78,290,323,277
LYON,RHONE,CITE SCOLAIRE INTERNATIONALE,LYON 07,0693446W,69387,PU,256,99,86,313,276,270
LYON,RHONE,LYCEE DOCTEUR CHARLES MERIEUX,LYON 07,0694405N,69387,PU,213,92,56,244,234,215
LYON,RHONE,LYCEE AUGUSTE ET LOUIS LUMIERE,LYON 08,0690035N,69388,PU,404,86,38,349,417,407
LYON,RHONE,LYCEE COLBERT,LYON 08,0690042W,69388,PU,164,90,37,261,204,175
LYON,RHONE,LYCEE PIERRE TERMIER,LYON 08,0690538K,69388,PR,117,100,82,163,141,105
LYON,RHONE,LYCEE LA MACHE,LYON 08,0690634P,69388,PR,116,99,79,64,108,114
LYON,RHONE,LYCEE O R T,LYON 08,0690642Y,69388,PR,25,96,52,14,27,25
LYON,RHONE,LYCEE LA MARTINIERE MONPLAISIR,LYON 08,0692866R,69388,PU,363,87,37,311,291,316
LYON,RHONE,LYCEE LA XAVIERE,LYON 08,0693587Z,69388,PR,127,99,82,157,156,131
LYON,RHONE,LYCEE LA MARTINIERE  DUCHERE,LYON 09,0690038S,69389,PU,338,88,36,272,336,326
LYON,RHONE,LYCEE JEAN PERRIN,LYON 09,0690082P,69389,PU,249,92,55,261,227,216
LYON,RHONE,LYCEE JEHANNE DE FRANCE (GENERAL ET TECHNO.),LYON 09,0693786R,69389,PR,21,100,81,22,19,20
LYON,RHONE,LYCEE NOTRE DAME DE BELLEGARDE,NEUVILLE SUR SAONE,0690540M,69143,PR,211,100,88,271,231,225
LYON,RHONE,LYCEE ROSA PARKS,NEUVILLE SUR SAONE,0694026B,69143,PU,266,97,61,339,234,244
LYON,RHONE,LYCEE PARC CHABRIERES,OULLINS PIERRE BENITE,0690074F,69149,PU,280,87,43,266,263,263
LYON,RHONE,LYCEE DES CHASSAGNES,OULLINS PIERRE BENITE,0690542P,69149,PR,72,97,49,92,89,60
LYON,RHONE,LYCEE SAINT THOMAS D'AQUIN VERITAS,OULLINS PIERRE BENITE,0690543R,69149,PR,359,100,91,423,354,342
LYON,RHONE,LYCEE CAMUS-SERMENAZ (GENERAL ET TECHNO.),RILLIEUX LA PAPE,0692517L,69286,PU,278,85,33,246,266,246
LYON,RHONE,LYCEE SAINT CHARLES,RILLIEUX LA PAPE,0694197M,69286,PR,48,98,54,81,79,58
LYON,RHONE,LYCEE GERMAINE TILLION,SAIN BEL,0694069Y,69171,PU,282,96,70,350,252,280
LYON,RHONE,LYCEE RENE DESCARTES,SAINT GENIS LAVAL,0693654X,69204,PU,468,95,65,548,513,480
LYON,RHONE,LYCEE CONDORCET,SAINT PRIEST,0693478F,69290,PU,456,84,37,481,460,484
LYON,RHONE,LYCEE CHAMPAGNAT,SAINT SYMPHORIEN SUR COISE,0691654Y,69238,PR,196,100,82,200,198,169
LYON,RHONE,LYCEE RENE CASSIN (GENERAL ET TECHNO.),TARARE,0690085T,69243,PU,205,97,72,205,187,190
LYON,RHONE,LYCEE NOTRE DAME DE BEL AIR,TARARE,0693267B,69243,PR,168,100,69,189,194,150
LYON,RHONE,LYCEE SAINT JOSEPH,TASSIN LA DEMI LUNE,0690550Y,69244,PR,145,100,86,192,147,166
LYON,RHONE,LYCEE FRANCOIS MANSART (GENERAL ET TECHNO.),THIZY LES BOURGS,0693566B,69248,PU,73,95,52,76,79,69
LYON,RHONE,LYCEE ROBERT DOISNEAU,VAULX EN VELIN,0693619J,69256,PU,267,75,30,262,259,256
LYON,RHONE,LYCEE MARCEL SEMBAT,VENISSIEUX,0690104N,69259,PU,180,81,23,204,162,203
LYON,RHONE,LYCEE JACQUES BREL (GENERAL ET TECHNO.),VENISSIEUX,0692717D,69259,PU,216,79,26,207,217,232
LYON,RHONE,LYCEE CLAUDE BERNARD (GENERAL ET TECHNO.),VILLEFRANCHE SUR SAONE,0690097F,69264,PU,298,92,47,329,278,293
LYON,RHONE,LYCEE NOTRE DAME DE MONGRE,VILLEFRANCHE SUR SAONE,0690552A,69264,PR,211,100,83,254,210,201
LYON,RHONE,LYCEE NOTRE DAME,VILLEFRANCHE SUR SAONE,0690553B,69264,PR,126,100,73,92,123,113
LYON,RHONE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),VILLEFRANCHE SUR SAONE,0691644M,69264,PU,415,99,75,479,445,407
LYON,RHONE,LYCEE FREDERIC FAYS (GENERAL ET TECHNO.),VILLEURBANNE,0690103M,69266,PU,338,84,27,352,338,368
LYON,RHONE,LYCEE PIERRE BROSSOLETTE,VILLEURBANNE,0690132U,69266,PU,292,87,38,375,298,322
LYON,RHONE,LYCEE IMMACULEE CONCEPTION,VILLEURBANNE,0690554C,69266,PR,139,100,75,185,164,149
LYON,RHONE,LYCEE JUIF DE LYON,VILLEURBANNE,0693769X,69266,PR,31,100,77,63,35,38
MARTINIQUE,MARTINIQUE,LYCEE DU NORD CARAIBE (GENERAL ET TECHNO.),BELLEFONTAINE,9720823M,97234,PU,59,95,56,61,41,62
MARTINIQUE,MARTINIQUE,LYCEE PAULETTE NARDAL (EX CENTRE SUD),DUCOS,9720825P,97207,PU,241,99,57,198,260,252
MARTINIQUE,MARTINIQUE,LYCEE VICTOR SCHOELCHER,FORT DE FRANCE,9720002V,97209,PU,244,95,53,341,309,282
MARTINIQUE,MARTINIQUE,LYCEE BELLEVUE,FORT DE FRANCE,9720003W,97209,PU,357,97,54,341,344,342
MARTINIQUE,MARTINIQUE,LYCEE JOSEPH GAILLARD,FORT DE FRANCE,9720004X,97209,PU,190,89,22,113,209,203
MARTINIQUE,MARTINIQUE,LYCEE ST JOSEPH DE CLUNY,FORT DE FRANCE,9720063L,97209,PR,169,98,70,177,194,163
MARTINIQUE,MARTINIQUE,LYCEE AMEP (GENERAL ET TECHNO.),FORT DE FRANCE,9720615L,97209,PR,39,95,49,31,46,40
MARTINIQUE,MARTINIQUE,SEMINAIRE-COLLEGE STE MARIE,FORT DE FRANCE,9720829U,97209,PR,79,100,68,89,91,63
MARTINIQUE,MARTINIQUE,LYCEE FRANTZ FANON,LA TRINITE,9720350Y,97230,PU,267,97,48,217,313,282
MARTINIQUE,MARTINIQUE,LYCEE LA JETEE (GENERAL ET TECHNO.),LE FRANCOIS,9720771F,97210,PU,139,91,49,160,129,115
MARTINIQUE,MARTINIQUE,LYCEE ACAJOU 1,LE LAMENTIN,9720694X,97213,PU,88,91,42,75,92,81
MARTINIQUE,MARTINIQUE,LYCEE ACAJOU 2 (GENERAL ET TECHNO.),LE LAMENTIN,9720695Y,97213,PU,167,96,51,175,123,151
MARTINIQUE,MARTINIQUE,LYCEE JOSEPH PERNOCK (GENERAL ET TECHNO.),LE LORRAIN,9720726G,97214,PU,65,94,42,44,59,58
MARTINIQUE,MARTINIQUE,LYCEE MONTGERALD,LE MARIN,9720727H,97217,PU,177,98,48,156,165,160
MARTINIQUE,MARTINIQUE,LYCEE JOSEPH ZOBEL (GENERAL ET TECHNO.),RIVIERE SALEE,9720725F,97221,PU,172,98,45,177,126,160
MARTINIQUE,MARTINIQUE,VICTOR ANICET (EX SAINT-JAMES) LYCEE NDAA (GENERAL ET TECHNO.),SAINT PIERRE,9720888H,97225,PU,70,93,54,76,66,63
MARTINIQUE,MARTINIQUE,LYCEE ADVENTISTE RAMA (GENERAL ET TECHNO.),SAINTE LUCE,9720479N,97227,PR,93,99,62,123,92,90
MARTINIQUE,MARTINIQUE,LYCEE NORD ATLANTIQUE (GENERAL ET TECHNO.),SAINTE MARIE,9720692V,97228,PU,72,99,57,81,76,77
MAYOTTE,MAYOTTE,LYCEE DU NORD (GENERAL ET TECHNO.),ACOUA,9760270P,97601,PU,579,80,31,574,519,564
MAYOTTE,MAYOTTE,LYCEE DE BANDRELE (GENERAL ET TECHNO.),BANDRELE,9760363R,97603,PU,120,75,41,188,123,126
MAYOTTE,MAYOTTE,LYCEE TANI MALANDI (GENERAL ET TECHNO.),CHIRONGUI,9760316P,97606,PU,405,83,31,331,361,411
MAYOTTE,MAYOTTE,LYCEE DE DEMBENI (GENERAL ET TECHNO.),DEMBENI,9760338N,97607,PU,530,80,30,583,528,529
MAYOTTE,MAYOTTE,LYCEE YOUNOUSSA BAMANA,MAMOUDZOU,9760127J,97611,PU,770,80,25,809,740,787
MAYOTTE,MAYOTTE,LYCEE DE KAWENI (GENERAL ET TECHNO.),MAMOUDZOU,9760163Y,97611,PU,153,64,20,170,163,167
MAYOTTE,MAYOTTE,LYCEE DES LUMIERES (GENERAL ET TECHNO.),MAMOUDZOU,9760370Y,97611,PU,536,87,39,726,536,501
MAYOTTE,MAYOTTE,LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.),OUANGANI,9760125G,97614,PU,250,48,9,200,204,233
MAYOTTE,MAYOTTE,LYCEE DE PETITE-TERRE (GENERAL ET TECHNO.),PAMANDZI,9760229V,97615,PU,464,83,34,521,481,504
MAYOTTE,MAYOTTE,LYCEE DE SADA (GENERAL ET TECHNO.),SADA,9760182U,97616,PU,465,82,29,506,440,437
MONTPELLIER,AUDE,LYCEE PAUL SABATIER,CARCASSONNE,0110004V,11069,PU,413,95,61,444,457,396
MONTPELLIER,AUDE,LYCEE JULES FIL (GENERAL ET TECHNO.),CARCASSONNE,0110007Y,11069,PU,268,93,58,257,290,283
MONTPELLIER,AUDE,LYCEE SAINT LOUIS (GENERAL ET TECHNO.),CARCASSONNE,0110045P,11069,PR,73,99,78,58,78,85
MONTPELLIER,AUDE,LYCEE GERMAINE TILLION (GENERAL ET TECHNO.),CASTELNAUDARY,0110012D,11076,PU,256,97,65,262,294,298
MONTPELLIER,AUDE,LYCEE ERNEST FERROUL (GENERAL ET TECHNO.),LEZIGNAN CORBIERES,0111048E,11203,PU,242,97,59,322,224,235
MONTPELLIER,AUDE,LYCEE JACQUES RUFFIE (GENERAL ET TECHNO.),LIMOUX,0110019L,11206,PU,193,98,62,177,188,168
MONTPELLIER,AUDE,LYCEE DOCTEUR LACROIX,NARBONNE,0110022P,11262,PU,357,96,64,382,307,315
MONTPELLIER,AUDE,LYCEE LOUISE MICHEL (GENERAL ET TECHNO.),NARBONNE,0110023R,11262,PU,453,94,50,404,455,435
MONTPELLIER,AUDE,LYCEE BEAUSEJOUR (GENERAL ET TECHNO.),NARBONNE,0110670U,11262,PR,151,97,72,161,170,144
MONTPELLIER,GARD,LYCEE JEAN-BAPTISTE DUMAS (GENERAL ET TECHNO.),ALES,0300002P,30007,PU,310,97,62,385,320,344
MONTPELLIER,GARD,LYCEE BELLEVUE,ALES,0300077W,30007,PR,183,98,72,179,177,180
MONTPELLIER,GARD,LYCEE DE LA SALLE (GENERAL ET TECHNO.),ALES,0300125Y,30007,PR,147,100,78,174,167,161
MONTPELLIER,GARD,LYCEE ALBERT EINSTEIN (GENERAL ET TECHNO.),BAGNOLS SUR CEZE,0300950V,30028,PU,407,95,62,419,417,390
MONTPELLIER,GARD,LYCEE ANDRE CHAMSON (GENERAL ET TECHNO.),LE VIGAN,0300052U,30350,PU,107,97,70,144,128,100
MONTPELLIER,GARD,LYCEE GENEVIEVE DE GAULLE-ANTHONIOZ (GENERAL ET TECHNO.),MILHAUD,0301654K,30169,PU,344,94,53,342,302,332
MONTPELLIER,GARD,LYCEE ALPHONSE DAUDET,NIMES,0300021K,30189,PU,495,96,67,504,483,452
MONTPELLIER,GARD,LYCEE ALBERT CAMUS,NIMES,0300023M,30189,PU,482,98,66,457,455,407
MONTPELLIER,GARD,LYCEE DHUODA,NIMES,0300026R,30189,PU,283,94,50,300,297,302
MONTPELLIER,GARD,LYCEE ERNEST HEMINGWAY (GENERAL ET TECHNO.),NIMES,0300027S,30189,PU,261,98,57,259,222,237
MONTPELLIER,GARD,LYCEE EMMANUEL D ALZON (GENERAL ET TECHNO.),NIMES,0300080Z,30189,PR,359,98,67,439,392,332
MONTPELLIER,GARD,LYCEE SAINT STANISLAS,NIMES,0300083C,30189,PR,85,100,78,110,95,100
MONTPELLIER,GARD,LYCEE ST VINCENT DE PAUL (GENERAL ET TECHNO.),NIMES,0300127A,30189,PR,198,99,72,181,207,190
MONTPELLIER,GARD,LYCEE PHILIPPE LAMOUR,NIMES,0301552Z,30189,PU,396,96,63,421,381,381
MONTPELLIER,GARD,LYCEE JACQUES PREVERT (GENERAL ET TECHNO.),SAINT CHRISTOL LEZ ALES,0301778V,30243,PU,221,97,61,241,233,228
MONTPELLIER,GARD,LYCEE LUCIE AUBRAC (GENERAL ET TECHNO.),SOMMIERES,0301862L,30321,PU,152,99,63,275,162,167
MONTPELLIER,GARD,LYCEE CHARLES GIDE (GENERAL ET TECHNO.),UZES,0300047N,30334,PU,314,99,72,333,318,311
MONTPELLIER,GARD,LYCEE JEAN VILAR,VILLENEUVE LES AVIGNON,0301722J,30351,PU,399,95,71,453,422,422
MONTPELLIER,HERAULT,LYCEE AUGUSTE LOUBATIERES (GENERAL ET TECHNO.),AGDE,0340002T,34003,PU,318,96,53,358,380,319
MONTPELLIER,HERAULT,LYCEE FERDINAND FABRE,BEDARIEUX,0340005W,34028,PU,78,100,77,95,88,82
MONTPELLIER,HERAULT,LYCEE HENRI IV,BEZIERS,0340009A,34032,PU,352,93,55,369,285,332
MONTPELLIER,HERAULT,LYCEE JEAN MOULIN (GENERAL ET TECHNO.),BEZIERS,0340011C,34032,PU,506,95,56,602,604,497
MONTPELLIER,HERAULT,LYCEE LA TRINITE,BEZIERS,0340871M,34032,PR,204,100,82,246,203,190
MONTPELLIER,HERAULT,LYCEE GEORGES POMPIDOU (GENERAL ET TECHNO.),CASTELNAU LE LEZ,0341921D,34057,PU,415,98,76,403,424,441
MONTPELLIER,HERAULT,LYCEE RENE GOSSE,CLERMONT L HERAULT,0340023R,34079,PU,222,94,52,214,212,224
MONTPELLIER,HERAULT,LYCEE SAINT-GUILHEM,CLERMONT L HERAULT,0342298N,34079,PR,32,100,97,51,41,35
MONTPELLIER,HERAULT,LYCEE SIMONE VEIL (GENERAL ET TECHNO.),GIGNAC,0342436N,34114,PU,150,96,61,252,190,175
MONTPELLIER,HERAULT,LYCEE LA MERCI LITTORAL (GENERAL ET TECHNO.),LA GRANDE MOTTE,0342175E,34344,PR,139,99,87,156,159,149
MONTPELLIER,HERAULT,LYCEE JEAN-FRANCOIS CHAMPOLLION (GENERAL ET TECHNO.),LATTES,0341794R,34129,PU,363,98,68,413,348,327
MONTPELLIER,HERAULT,LYCEE JOSEPH VALLOT (GENERAL ET TECHNO.),LODEVE,0340028W,34142,PU,134,99,73,146,180,149
MONTPELLIER,HERAULT,LYCEE LOUIS FEUILLADE (GENERAL ET TECHNO.),LUNEL,0340030Y,34145,PU,302,97,60,346,284,305
MONTPELLIER,HERAULT,LYCEE VICTOR HUGO (GENERAL ET TECHNO.),LUNEL,0342090M,34145,PU,278,97,63,343,254,277
MONTPELLIER,HERAULT,LYCEE ST JOSEPH PIERRE ROUGE (GENERAL ET TECHNO.),MONTFERRIER SUR LEZ,0341521U,34169,PR,82,100,72,68,83,67
MONTPELLIER,HERAULT,LYCEE JOFFRE,MONTPELLIER,0340038G,34172,PU,590,95,72,552,526,502
MONTPELLIER,HERAULT,LYCEE GEORGES CLEMENCEAU,MONTPELLIER,0340039H,34172,PU,290,97,60,448,366,338
MONTPELLIER,HERAULT,LYCEE JULES GUESDE (GENERAL ET TECHNO.),MONTPELLIER,0340040J,34172,PU,639,94,69,674,657,641
MONTPELLIER,HERAULT,LYCEE JEAN MERMOZ (GENERAL ET TECHNO.),MONTPELLIER,0340042L,34172,PU,595,93,52,581,625,568
MONTPELLIER,HERAULT,LYCEE NOTRE DAME DE LA MERCI,MONTPELLIER,0340881Y,34172,PR,427,100,90,433,416,419
MONTPELLIER,HERAULT,LYCEE TURGOT (GENERAL ET TECHNO.),MONTPELLIER,0340920R,34172,PR,30,100,60,28,34,30
MONTPELLIER,HERAULT,LYCEE NEVERS (GENERAL ET TECHNO.),MONTPELLIER,0340991T,34172,PR,329,100,87,331,346,344
MONTPELLIER,HERAULT,LYCEE JEAN MONNET,MONTPELLIER,0341736C,34172,PU,484,95,58,479,430,432
MONTPELLIER,HERAULT,LYCEE RABELAIS,MONTPELLIER,0341765J,34172,PR,51,80,22,22,23,32
MONTPELLIER,HERAULT,LYCEE LEGTA F BAZILLE - AGROPOLIS,MONTPELLIER,0341915X,34172,PU,115,96,69,154,138,99
MONTPELLIER,HERAULT,LYCEE GEORGES FRECHE (GENERAL ET TECHNO.),MONTPELLIER,0342225J,34172,PU,42,98,60,39,46,43
MONTPELLIER,HERAULT,CITE SCOLAIRE FRANCOISE COMBES,MONTPELLIER,0342266D,34172,PU,86,97,59,110,62,80
MONTPELLIER,HERAULT,LYCEE JEAN MOULIN,PEZENAS,0340059E,34199,PU,341,98,63,408,370,363
MONTPELLIER,HERAULT,LYCEE JEAN JAURES (GENERAL ET TECHNO.),SAINT CLEMENT DE RIVIERE,0342066L,34247,PU,445,98,73,483,472,452
MONTPELLIER,HERAULT,LYCEE MARC BLOCH (GENERAL ET TECHNO.),SERIGNAN,0342091N,34299,PU,391,92,54,381,417,374
MONTPELLIER,HERAULT,LYCEE PAUL VALERY,SETE,0340075X,34301,PU,178,99,81,277,195,174
MONTPELLIER,HERAULT,LYCEE IRENE ET FREDERIC JOLIOT CURIE (GENERAL ET TECHNO.),SETE,0340076Y,34301,PU,480,94,51,379,387,435
MONTPELLIER,HERAULT,LYCEE SAINT-JOSEPH (GENERAL ET TECHNO.),SETE,0341523W,34301,PR,119,97,71,135,132,123
MONTPELLIER,LOZERE,LYCEE SAINT PIERRE-SAINT PAUL (GENERAL ET TECHNO.),LANGOGNE,0480022N,48080,PR,34,97,76,42,42,54
MONTPELLIER,LOZERE,LYCEE SAINT-JOSEPH (GENERAL ET TECHNO.),MARVEJOLS,0480023P,48092,PR,52,98,73,62,39,38
MONTPELLIER,LOZERE,LYCEE CHAPTAL,MENDE,0480007X,48095,PU,136,99,74,123,138,140
MONTPELLIER,LOZERE,LYCEE EMILE PEYTAVIN,MENDE,0480009Z,48095,PU,106,95,50,97,93,103
MONTPELLIER,LOZERE,LYCEE NOTRE-DAME (GENERAL ET TECHNO.),MENDE,0480025S,48095,PR,77,100,74,99,116,80
MONTPELLIER,LOZERE,LYCEE SACRE-COEUR (GENERAL ET TECHNO.),SAINT CHELY D APCHER,0480680D,48140,PR,36,100,89,37,22,36
MONTPELLIER,LOZERE,LYCEE THEOPHILE ROUSSEL (GENERAL ET TECHNO.),SAINT CHELY D APCHER,0480688M,48140,PU,78,100,87,79,73,75
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE COMTE DE FOIX (GENERAL ET TECHNO.),ANDORRE LA VIEILLE,1300023U,99130,PU,101,98,91,,,
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE CHRISTIAN BOURQUIN (GENERAL ET TECHNO.),ARGELES SUR MER,0660924W,66008,PU,189,98,67,237,240,216
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE ROSA LUXEMBURG (GENERAL ET TECHNO.),CANET EN ROUSSILLON,0660856X,66037,PU,342,98,63,378,341,345
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.),CERET,0660004W,66049,PU,188,97,70,178,182,186
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE ET SPORTIF PIERRE DE COUBERTIN (GENERAL ET TECHNO.),FONT ROMEU ODEILLO VIA,0660057D,66124,PU,125,98,72,154,142,137
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE FRANCOIS ARAGO,PERPIGNAN,0660010C,66136,PU,568,96,71,646,549,525
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE JEAN LURCAT (GENERAL ET TECHNO.),PERPIGNAN,0660011D,66136,PU,417,90,54,356,430,429
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE PABLO PICASSO (GENERAL ET TECHNO.),PERPIGNAN,0660014G,66136,PU,393,96,58,499,440,418
MONTPELLIER,PYRENEES-ORIENTALES,NOTRE DAME DE BON SECOURS,PERPIGNAN,0660059F,66136,PR,335,99,78,412,371,356
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE SAINT-LOUIS-DE-GONZAGUE,PERPIGNAN,0660768B,66136,PR,157,100,93,173,159,149
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE ARISTIDE MAILLOL (GENERAL ET TECHNO.),PERPIGNAN,0660809W,66136,PU,417,94,57,431,391,389
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE CHARLES RENOUVIER (GENERAL ET TECHNO.),PRADES,0660021P,66149,PU,197,99,68,202,185,171
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE SAINT PIERRE DE LA MER,SAINT CYPRIEN,0660931D,66171,PR,59,98,88,73,64,48
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE LOUIS BERTRAND,BRIEY,0541286E,54099,PU,276,95,55,308,286,271
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JEAN ZAY (GENERAL ET TECHNO.),JARNY,0540076P,54273,PU,176,97,64,226,210,188
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE LA MALGRANGE,JARVILLE LA MALGRANGE,0541986R,54274,PR,162,100,94,211,179,177
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE ALFRED MEZIERES (GENERAL ET TECHNO.),LONGWY,0540030P,54323,PU,448,91,52,504,438,475
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE DES RECOLLETS,LONGWY,0541309E,54323,PR,107,98,58,102,86,87
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE ERNEST BICHAT,LUNEVILLE,0540034U,54329,PU,287,98,63,339,296,286
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE SAINT PIERRE FOURIER,LUNEVILLE,0541312H,54329,PR,40,98,68,32,31,39
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JACQUES-MARIE BOUTET DE MONVEL (GENERAL ET TECHNO.),LUNEVILLE,0542293Z,54329,PU,39,97,85,81,50,48
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE HENRI POINCARE,NANCY,0540038Y,54395,PU,413,98,78,446,435,424
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JEANNE D'ARC,NANCY,0540039Z,54395,PU,335,96,65,327,357,335
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE FREDERIC CHOPIN,NANCY,0540040A,54395,PU,338,95,68,264,333,321
